Nom,Nom url,Developpeur,Categorie(s),Nombre installations,Date de mise a jour,Taille,Version Actuelle,Version Android,Note,Date,Heure
Hangouts Widget,RSen.Widget.Hangouts,RSenApps Inc.,Communication,1000000,2014-01-01 00:00:00.000000,151k,2.0,4.3,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:34:27.602663
StudySmarter - The Study Tool,studysmarter,StudySmarter,Education,1000000,2022-03-30 00:00:00.000000,88 Mo,6.7.0,5.1,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:34:27.713062
Quran Qat Pro: Muslim audio,qat,QuranAudioTranslations,Education,50000,2022-03-09 00:00:00.000000,39 Mo,1.2.0,5.0,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:34:27.823977
Kahoot! Play & Create Quizzes,mobitroll.kahoot.android,Kahoot!,Education,50000000,2022-04-06 00:00:00.000000,66 Mo,5.0.2.1,5.0,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:34:28.242236
Brevet Bac Licence Sup 2022,nomadeducation.nomadeducation,Nomad Education,Education,1000000,2022-03-29 00:00:00.000000,57 Mo,5.9.4,5.0,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:34:28.353720
Miga Town: My World,miga.world,"XiHe Digital (GuangZhou) Technology Co., Ltd.",Education,10000000,2022-03-25 00:00:00.000000,30 Mo,1.38,4.4,3.9,2022-04-11 00:00:00.000000,2022-05-06 21:34:28.582513
PRONOTE,IndexEducation.Pronote,Index Education,Education,5000000,2021-08-20 00:00:00.000000,6.9 Mo,0.1.55,5.1,2.8,2022-04-11 00:00:00.000000,2022-05-06 21:34:28.721666
Blossom - Plant Identification,conceptivapps.blossom,Conceptiv Apps,Education,1000000,2022-04-03 00:00:00.000000,46 Mo,1.23.0,7.0,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:34:28.832944
Yousician: Your Music Teacher,yousician.yousician,Yousician Ltd.,Education,10000000,2022-04-06 00:00:00.000000,104 Mo,4.51.0,6.0,4.1,2022-04-11 00:00:00.000000,2022-05-06 21:34:28.985648
Simply Guitar by JoyTunes,joytunes.simplyguitar,JoyTunes,Education,1000000,2022-04-11 00:00:00.000000,371 Mo,1.4.46,6.0,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:34:29.110602
Stellarium Mobile - Star Map,noctuasoftware.stellarium_free,Stellarium Labs,Education,5000000,2022-03-19 00:00:00.000000,136 Mo,1.8.6,6.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:34:29.221707
Miga Town: My Apartment,miga.myapartment,"XiHe Digital (GuangZhou) Technology Co., Ltd.",Education,10000000,2021-04-20 00:00:00.000000,49 Mo,1.7,4.1,3.7,2022-04-11 00:00:00.000000,2022-05-06 21:34:29.334157
Toca Hair Salon 4,tocaboca.tocahairsalon4,Toca Boca,Education,10000000,2022-02-03 00:00:00.000000,34 Mo,2.1.,5.0,4.0,2022-04-11 00:00:00.000000,2022-05-06 21:34:29.670769
Code de la route 2022,kreactive.digischool.codedelaroute,digiSchool Group,Education,1000000,2022-03-24 00:00:00.000000,22 Mo,4.28.1,6.0,3.7,2022-04-11 00:00:00.000000,2022-05-06 21:34:29.796818
Tandem: Language exchange,tandem,Tripod Technology GmbH,Education,5000000,2022-04-05 00:00:00.000000,159 Mo,3.24.0,7.0,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:34:29.910929
Code de la Route 2022,codedelaroute.main,Canopée SAS,Education,500000,2022-03-10 00:00:00.000000,60 Mo,2.0.11,5.0,5.0,2022-04-11 00:00:00.000000,2022-05-06 21:34:30.132995
Busuu: Learn Languages,busuu.android.enc,Busuu,Education,10000000,2022-04-11 00:00:00.000000,50 Mo,22.10.0.715,5.0,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:34:30.464286
Mon EcoleDirecte,ecoledirecte.edmobile,Aplim,Education,1000000,2022-03-30 00:00:00.000000,30 Mo,3.2.3,6.0,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:34:30.606015
Learn English Fast: Course,mosalingua.enfree,MosaLingua Crea,Education,1000000,2022-04-11 00:00:00.000000,35 Mo,11.0,5.1,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:34:30.721623
Bumble - Dating. Friends. Bizz,bumble.app,Bumble Holding Limited,Dating,10000000,2022-04-08 00:00:00.000000,100 Mo,5.264.1,5.0,2.9,2022-04-11 00:00:00.000000,2022-05-06 21:34:30.835273
Code de la route 2022 & permis,envoituresimone.app,En Voiture Simone,Education,500000,2022-04-08 00:00:00.000000,42 Mo,1.37.0,5.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:34:30.946087
Hawaya: Meet Muslim Singles,harmonika,"Harmonica, Inc.",Dating,5000000,2022-03-29 00:00:00.000000,186 Mo,4.13.15,7.0,3.5,2022-04-11 00:00:00.000000,2022-05-06 21:34:31.168534
Turn Up - Match through music!,dately,Dately,Dating,500000,2022-04-04 00:00:00.000000,46 Mo,8.2,5.0,3.3,2022-04-11 00:00:00.000000,2022-05-06 21:34:31.288502
OkCupid: Online Dating App,okcupid.okcupid,okcupid.com,Dating,10000000,2022-04-05 00:00:00.000000,139 Mo,64.0.1,5.0,3.7,2022-04-11 00:00:00.000000,2022-05-06 21:34:31.399033
Mignonne - Rencontre coquine,mignonne.mignonne,Subnet protocol s.a,Dating,100000,2022-02-05 00:00:00.000000,5.1 Mo,1.5.3,5.1,4.9,2022-04-11 00:00:00.000000,2022-05-06 21:34:31.618109
Once - Quality dating for singles,once.android,Once Dating AG,Dating,5000000,2022-04-04 00:00:00.000000,102 Mo,3.62,5.0,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:34:31.747762
"Roomco: chat rooms, date, fun",roomco.android,Roomco,Dating,100000,2022-02-11 00:00:00.000000,149 Mo,3.4.4,6.0,2.5,2022-04-11 00:00:00.000000,2022-05-06 21:34:31.984152
Badoo - Dating. Chat. Meet.,badoo.mobile,Badoo,Dating,100000000,2022-04-11 00:00:00.000000,55 Mo,5.264.1,5.0,4.1,2022-04-11 00:00:00.000000,2022-05-06 21:34:32.128760
Dating and Chat - SweetMeet,fotostrana.sweetmeet,SweetMeet,Dating,10000000,2022-04-08 00:00:00.000000,73 Mo,1.18.29,5.0,4.1,2022-04-11 00:00:00.000000,2022-05-06 21:34:32.370490
Meetic - Amour et Rencontre,ilius.android.meetic,Meetic,Dating,10000000,2022-03-28 00:00:00.000000,87 Mo,5.71.1,5.0,3.7,2022-04-11 00:00:00.000000,2022-05-06 21:34:32.495254
"BUBU Dating: Meet, Match, Date",bubu,BUBU Mobile,Dating,100000,2022-04-06 00:00:00.000000,138 Mo,25,6.0,4.0,2022-04-11 00:00:00.000000,2022-05-06 21:34:32.854449
Dating with singles - iHappy,ihappydate,ihappydate,Dating,10000000,2022-03-31 00:00:00.000000,14 Mo,1.0.80,5.0,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:34:32.967021
yoomee: Dating & Relationships,mobiletrend.lovidoo,Mobile Trend GmbH,Dating,1000000,2022-04-08 00:00:00.000000,14 Mo,22.3.15.14170414,6.0,5.0,2022-04-11 00:00:00.000000,2022-05-06 21:34:33.077519
EliteSingles: Dating App for singles over 30,affinitas.za.co.elitesingles.and,Spark Networks Services GmbH,Dating,1000000,2021-11-29 00:00:00.000000,28 Mo,5.2.8,5.0,2.0,2022-04-11 00:00:00.000000,2022-05-06 21:34:33.239028
Hily - Dating. Make Friends.,hily.app,Hily Corp.,Dating,10000000,2022-04-08 00:00:00.000000,79 Mo,3.5.0,5.0,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:34:33.401925
Live Talk: Live Video Call App,livevideocall.randomchat.livetalk,Stardomsolution developer,Dating,500000,2022-04-01 00:00:00.000000,22 Mo,1.2,5.0,4.0,2022-04-11 00:00:00.000000,2022-05-06 21:34:33.629035
"Waiter: Less dating, more love",waiter.android,Waiter dating,Dating,500000,2021-08-04 00:00:00.000000,36 Mo,2.1.2,6.0,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:34:34.114467
Dating and Chat - Evermatch,evermatch,Evermatch,Dating,10000000,2022-03-29 00:00:00.000000,32 Mo,1.1.53,5.0,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:34:34.241355
Lovetastic - Dating without picture on the profile,lovetastic.android,Livantis GmbH,Dating,100000,2022-04-10 00:00:00.000000,6.1 Mo,4.4.3,6.0,5.0,2022-04-11 00:00:00.000000,2022-05-06 21:34:34.351412
Muslima: Arab & Muslim Dating,cupidmedia.wrapper.muslima,Cupid Media,Dating,1000000,2021-06-25 00:00:00.000000,3.8 Mo,4.2.1.3407,6.0,3.1,2022-04-11 00:00:00.000000,2022-05-06 21:34:34.462343
"muzmatch: Muslim & Arab Singles, Marriage & Dating",muzmatch.muzmatchapp,muzmatch,Dating,1000000,2022-03-25 00:00:00.000000,223 Mo,6.58.0,6.0,3.4,2022-04-11 00:00:00.000000,2022-05-06 21:34:34.576153
Audible: audiobooks & podcasts,audible.application,"Audible, Inc",Books & Reference,100000000,2022-04-04 00:00:00.000000,34 Mo,3.24.0,6.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:34:34.704884
PURE Hookup - anonymous dating,getpure.pure,Misterico Limited,Dating,1000000,2022-03-24 00:00:00.000000,45 Mo,2.47.978,5.0,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:34:34.835562
BATTLE ROYALE CHAPTER 3 SEASON 1 HD WALLPAPER,fortnitebattleroyale.wallpaperchapter2,Black Zoro Games and References,Books & Reference,1000000,2021-10-30 00:00:00.000000,9.2 Mo,8.0.0,4.4,3.6,2022-04-11 00:00:00.000000,2022-05-06 21:34:34.978108
Watts Abbey Golden Plus- last seen tracker,abbeygoldenpluslastseentracker2,Kareem Ameen,Dating,1000000,2021-08-27 00:00:00.000000,9.3 Mo,9.8,4.4,4.1,2022-04-11 00:00:00.000000,2022-05-06 21:34:35.102728
DeepL Translate,deepl.mobiletranslator,DeepL SE,Books & Reference,500000,2022-03-10 00:00:00.000000,9.8 Mo,1.1,8.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:34:35.475758
القرآن الكريم كامل بدون انترنت,simppro.quran.offline,simppro,Books & Reference,10000000,2020-05-02 00:00:00.000000,50 Mo,8.2,4.1,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:34:35.997074
Quran French,andi.alquran.francais,Andi Unpam,Books & Reference,100000,2022-03-28 00:00:00.000000,20 Mo,2.7.11,4.4,4.8,2022-04-11 00:00:00.000000,2022-05-06 21:34:36.219498
YouVersion Bible App + Audio,sirma.mobile.bible.android,Life.Church,Books & Reference,100000000,2022-03-22 00:00:00.000000,38 Mo,9.7.1,5.0,4.9,2022-04-11 00:00:00.000000,2022-05-06 21:34:36.369449
"ReadEra - book reader pdf, epub, word",readera,READERA LLC,Books & Reference,10000000,2022-02-17 00:00:00.000000,14 Mo,22.02.14.1640,4.1,4.8,2022-04-11 00:00:00.000000,2022-05-06 21:34:36.481350
Al QURAN - القرأن الكريم,alquran.holyquran,"9D Muslim Apps - Quran, Qibla Direction & Prayers",Books & Reference,10000000,2022-04-07 00:00:00.000000,57 Mo,4.1.4,5.0,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:34:36.696852
Read Listen Quran  قرآن كريم,sunnite.quran,Islam.ms,Books & Reference,5000000,2022-01-13 00:00:00.000000,4.3 Mo,5.2.0,4.0,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:34:36.810335
GALATEA: Audiobooks & Novels,colt,Inkitt GmbH,Books & Reference,1000000,2022-03-29 00:00:00.000000,68 Mo,5.1.8,5.0,4.0,2022-04-11 00:00:00.000000,2022-05-06 21:34:36.922885
Mektoube : Rencontre musulman et mariage,ltservices.mektoube,MEKTOUBE - LT Services,Dating,500000,2022-03-25 00:00:00.000000,45 Mo,4.1.66.5,5.0,4.8,2022-04-11 00:00:00.000000,2022-05-06 21:34:37.079349
Stats Royale for Clash Royale,overwolf.statsroyale,Overwolf,Books & Reference,10000000,2021-12-07 00:00:00.000000,47 Mo,3.4.3,4.2,4.0,2022-04-11 00:00:00.000000,2022-05-06 21:34:37.338847
القرآن الكريم بدون انترنت,maher4web.quran,simppro,Books & Reference,10000000,2020-05-02 00:00:00.000000,33 Mo,8.2,4.1,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:34:37.561199
Prions en Église,groupebayard.prionseneglise.iphone,BAYARD PRESSE,Books & Reference,100000,2022-04-11 00:00:00.000000,47 Mo,5.0.8,5.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:34:37.708146
Bible Offline-KJV Holy Bible,offline.bible,Bíblia Offline,Books & Reference,10000000,2022-03-21 00:00:00.000000,41 Mo,4.0.5,5.0,4.8,2022-04-11 00:00:00.000000,2022-05-06 21:34:37.821450
Hisnii: Dua & daily Reminders,hisni,Fahed Mahidi,Books & Reference,100000,2021-06-22 00:00:00.000000,34 Mo,2.0.4,5.0,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:34:37.960958
Qibla Direction - Qibla Finder,qiblacompass.finddirection.prayertime.hijricalendar,Advance Appsol Techonologies,Books & Reference,1000000,2022-03-26 00:00:00.000000,15 Mo,1.3.2,4.4,4.8,2022-04-11 00:00:00.000000,2022-05-06 21:34:38.323301
Mangacollec,mangacollec,Freddy Harris,Books & Reference,100000,2022-03-21 00:00:00.000000,85 Mo,2.4.4,6.0,2.0,2022-04-11 00:00:00.000000,2022-05-06 21:34:38.467264
King James Bible - Verse+Audio,bible.kingjamesbible,iDailybread.org,Books & Reference,50000000,2022-03-31 00:00:00.000000,36 Mo,3.1.0,4.4,4.9,2022-04-11 00:00:00.000000,2022-05-06 21:34:38.578434
Salat Learning,quanticapps.salahlearning,Quanticapps,Books & Reference,100000,2022-03-31 00:00:00.000000,37 Mo,3.0.6,5.0,4.8,2022-04-11 00:00:00.000000,2022-05-06 21:34:38.990608
"ZEPETO: 3D avatar, chat & meet",zepeto.main,Naver Z Corporation,Entertainment,100000000,2022-04-07 00:00:00.000000,177 Mo,3.11.3,6.0,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:34:39.918574
MISTPLAY: Play to earn rewards,mistplay.mistplay,MISTPLAY,Entertainment,10000000,2022-03-30 00:00:00.000000,50 Mo,5.31,5.0,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:34:40.029451
MapGenie: Elden Ring Map,mapgenie.eldenringmap,Map Genie,Books & Reference,100000,2022-04-08 00:00:00.000000,10 Mo,1.9.9,5.0,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:34:40.250390
WatchNow TV,watchnow,contact@watchnow.tv,Entertainment,100000,2022-04-06 00:00:00.000000,24 Mo,1.0.12..5287351,6.0,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:34:40.565501
"Molotov - TV en direct, replay",molotov.app,Molotov,Entertainment,10000000,2022-02-28 00:00:00.000000,41 Mo,4.8.0,5.0,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:34:40.701008
"TV d'Orange • film, streaming",orange.owtv,Orange SA,Entertainment,10000000,2022-04-08 00:00:00.000000,104 Mo,9.5.2,5.0,3.5,2022-04-11 00:00:00.000000,2022-05-06 21:34:40.812047
Talking Ben the Dog,outfit7.talkingben,Outfit7 Limited,Entertainment,100000000,2022-03-02 00:00:00.000000,58 Mo,4.0.1.110,5.0,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:34:40.923202
"6play - TV Live, Replay et Streaming Gratuits",m6.m6replay,M6 Distribution Digital,Entertainment,10000000,2022-03-21 00:00:00.000000,14 Mo,5.7.1,5.0,3.5,2022-04-11 00:00:00.000000,2022-05-06 21:34:41.144958
Akinator,digidust.elokence.akinator.freemium,Elokence SAS,Entertainment,100000000,2022-04-06 00:00:00.000000,64 Mo,8.5.10,5.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:34:41.368104
B.tv,bouyguestelecom.tv.android,Bouygues Telecom,Entertainment,5000000,2022-02-21 00:00:00.000000,116 Mo,12.91.3,8.0,3.6,2022-04-11 00:00:00.000000,2022-05-06 21:34:41.598392
"Hair Clipper Prank, Fart Sound",hairclipper.jokeandfunapp21,duff hl studio,Entertainment,10000000,2021-12-22 00:00:00.000000,60 Mo,2.7,5.0,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:34:41.822552
SFR TV 8,sfr.android.gen8,SFR,Entertainment,1000000,2022-03-23 00:00:00.000000,25 Mo,2.2.0,5.0,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:34:41.933457
Car mod for Minecraft mcpe,mine.mods.cars,Be H-Appy,Entertainment,5000000,2022-01-05 00:00:00.000000,4.9 Mo,1.2.5.,5.0,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:34:42.153926
Tricks : Toca Life World City Town 2021,tokli.maroofi,stanis games,Libraries & Demo,1000000,2021-06-08 00:00:00.000000,18 Mo,2.0,4.4,4.1,2022-04-11 00:00:00.000000,2022-05-06 21:34:42.967461
TNT Flash TV,tnt.live.app,Flashlabs Dev,Entertainment,500000,2021-12-16 00:00:00.000000,8.9 Mo,1.3.52,5.0,4.8,2022-04-11 00:00:00.000000,2022-05-06 21:34:43.188396
Wakanim,wakanimapp,Wakanim production,Entertainment,1000000,2022-03-12 00:00:00.000000,10 Mo,7.0.0,4.4,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:34:43.319755
MYTF1 - TV en Direct et Replay,tf1.mytf1,e-TF1,Entertainment,10000000,2022-04-11 00:00:00.000000,30 Mo,9.3.1,6.0,2.8,2022-04-11 00:00:00.000000,2022-05-06 21:34:43.551224
Can'u - Sex Game for couple,canuapp.app,Canuapp,Libraries & Demo,500000,2020-02-13 00:00:00.000000,7.7 Mo,0.5.18,4.4,3.5,2022-04-11 00:00:00.000000,2022-05-06 21:34:43.662542
Mirror link car connector,connectionwireless.mirrorlinkc,FastSoft,Libraries & Demo,100000,2021-11-26 00:00:00.000000,3.4 Mo,5.0,4.4,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:34:44.002751
V380 Pro,macrovideo.v380pro,macrovideo,Libraries & Demo,10000000,2022-03-28 00:00:00.000000,67 Mo,1.4.27,5.0,3.5,2022-04-11 00:00:00.000000,2022-05-06 21:34:44.336666
App Cloner Premium & Add-ons,applisto.appcloner.premium,AppListo,Libraries & Demo,5000000,2021-10-09 00:00:00.000000,5.5 Mo,2.12.4,4.1,2.8,2022-04-11 00:00:00.000000,2022-05-06 21:34:44.458981
Cardboard,google.samples.apps.cardboarddemo,Google LLC,Libraries & Demo,10000000,2019-02-19 00:00:00.000000,48 Mo,1.9,4.4,3.7,2022-04-11 00:00:00.000000,2022-05-06 21:34:44.681341
Mirror Link,mirror.link,Flavapp,Libraries & Demo,500000,2022-03-25 00:00:00.000000,5.2 Mo,15.0,4.4,3.6,2022-04-11 00:00:00.000000,2022-05-06 21:34:44.791460
Game Booster Fire GFX- Lag Fix,booster.gameboostermega,TOLAN,Libraries & Demo,1000000,2022-04-05 00:00:00.000000,6.4 Mo,142,4.4,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:34:45.011767
Guide,puretube.videotube.guideplaytube,Tubejet,Libraries & Demo,1000000,2021-12-22 00:00:00.000000,12 Mo,1.0,4.4,4.0,2022-04-11 00:00:00.000000,2022-05-06 21:34:45.256251
Mirror Link Screen Connector,connection.wireless.wirelessconnectortv,Boss Inc,Libraries & Demo,1000000,2022-02-20 00:00:00.000000,7.1 Mo,15.8,5.0,3.9,2022-04-11 00:00:00.000000,2022-05-06 21:34:45.555404
Drone-Spot,drone_spot.DroneSpotAndroid,Sylvain Merieult,Libraries & Demo,50000,2020-09-30 00:00:00.000000,53 Mo,4.1.11,6.0,3.2,2022-04-11 00:00:00.000000,2022-05-06 21:34:45.693792
Tips : Feed And Grow Fish,fisholil.feedgrow,FishoLil,Libraries & Demo,10000,2022-02-28 00:00:00.000000,9.8 Mo,1.1,5.0,2.9,2022-04-11 00:00:00.000000,2022-05-06 21:34:45.826077
"IP Pro(VR Cam, EseeCloud)",specialyg.ippro,wu peilin,Libraries & Demo,1000000,2022-03-12 00:00:00.000000,75 Mo,3.4.28,5.1,2.4,2022-04-11 00:00:00.000000,2022-05-06 21:34:46.068847
Barcode Scanner,manateeworks.barcodescanners,Cognex Corporation,Libraries & Demo,1000000,2022-01-31 00:00:00.000000,8.8 Mo,5.0.5160,4.4,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:34:46.180220
Hints : Teardown multiplayer,pilar,Pilaro,Libraries & Demo,50000,2022-01-10 00:00:00.000000,20 Mo,1.0,5.0,4.0,2022-04-11 00:00:00.000000,2022-05-06 21:34:46.327377
"PGT: GFX, Launcher & Optimizer",trilokia.pubgfxtool.free,Trilokia Inc.,Libraries & Demo,10000000,2022-03-24 00:00:00.000000,4.8 Mo,0.19.1,4.4,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:34:46.459341
Easy Quran Mp3 Audio Offline Complete with Qibla,muslimappassistant.Islampro.qiblafinder.quranprayerdua,Muslim Worldapp,Events,5000000,2022-03-28 00:00:00.000000,20 Mo,2.2,4.4,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:34:46.680048
"TicketSwap - Buy, Sell Tickets",ticketswap.ticketswap,TicketSwap,Events,1000000,2022-03-24 00:00:00.000000,25 Mo,22.03.6492,5.0,4.0,2022-04-11 00:00:00.000000,2022-05-06 21:34:46.790200
Maps for Minecraft PE skyblock,andiqwer.skyblock_maps,AndiQwer,Events,1000000,2022-03-09 00:00:00.000000,36 Mo,1.10,5.1,3.9,2022-04-11 00:00:00.000000,2022-05-06 21:34:46.928710
vide-greniers.org,sopheos.videgreniersmobile,Sopheos,Events,500000,2021-09-01 00:00:00.000000,13 Mo,21.09.01,4.4,4.0,2022-04-11 00:00:00.000000,2022-05-06 21:34:47.161021
100+ Cool SMS Ringtones Pro,besttones.notificationsounds,Ringtones and Notifications 2018 / 2019,Libraries & Demo,1000000,2022-02-09 00:00:00.000000,13 Mo,1.8,5.0,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:34:47.493122
Mirror Link Car Connector & Car Screen Mirroring,mirrorlink.mirrorlinkandroid.carconnector.screenmirroring,endoscope us camera LLC,Libraries & Demo,50000,2021-06-03 00:00:00.000000,27 Mo,1.1,5.0,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:34:47.621170
Mirror Link,mirrorlink.carconnector.mirrorlinkandroid.mirrorlinkcar,endoscope camera ear usb LLC,Libraries & Demo,100000,2021-05-05 00:00:00.000000,27 Mo,1.0,5.0,5.0,2022-04-11 00:00:00.000000,2022-05-06 21:34:47.844328
Magic: The Gathering Companion,wizards.winter_orb,Wizards of the Coast LLC,Events,500000,2022-03-30 00:00:00.000000,83 Mo,1.0.651203,6.0,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:34:48.176453
Fnac Spectacles,tm.fnac,Fnac.com,Events,100000,2021-09-03 00:00:00.000000,32 Mo,4.5.2,4.1,2.9,2022-04-11 00:00:00.000000,2022-05-06 21:34:48.304729
Survival maps for Minecraft PE,company.toster,AndiQwer,Events,1000000,2022-04-03 00:00:00.000000,37 Mo,1.3.7,5.1,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:34:48.414204
"PC Games Radar for Epic Games, Steam, Origin, GoG",apuri.free.games,Yuber Apps,Events,500000,2022-03-29 00:00:00.000000,6.2 Mo,2.3,5.0,3.8,2022-04-11 00:00:00.000000,2022-05-06 21:34:48.656116
BackPack Mod for Minecraft PE - MCPE,mk.mods.h,Master Mod Minecraft,Events,1000000,2021-07-29 00:00:00.000000,6.3 Mo,2.2.8,4.1,4.1,2022-04-11 00:00:00.000000,2022-05-06 21:34:48.785299
Superheroes Mod for Minecraft PE - MCPE,mk.mods.j,Master Mod Minecraft,Events,1000000,2021-07-29 00:00:00.000000,34 Mo,2.2.0,4.1,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:34:49.035042
"Wedding Planner: Checklist, Budget, Countdown",mywed.android,Wedding Planner App,Events,500000,2022-03-28 00:00:00.000000,23 Mo,3.01.310,6.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:34:49.391268
Invitation maker & Card design,greetingsisland.sam,Greetings Island,Events,10000000,2022-01-31 00:00:00.000000,33 Mo,1.5.3,6.0,4.8,2022-04-11 00:00:00.000000,2022-05-06 21:34:49.536789
Invitation Maker & Card Design,kaboom.apps.free.invitation.maker,KaboomApps,Events,100000,2020-11-11 00:00:00.000000,11 Mo,1.1,4.1,4.9,2022-04-11 00:00:00.000000,2022-05-06 21:34:50.348615
Festicket,festicket.app,Festicket,Events,10000,2022-03-21 00:00:00.000000,39 Mo,13.0.0,5.0,2.6,2022-04-11 00:00:00.000000,2022-05-06 21:34:50.458614
Tinder - Dating & Make Friends,tinder,Tinder,Lifestyle,100000000,2022-03-29 00:00:00.000000,137 Mo,13.5.0,7.0,3.0,2022-04-11 00:00:00.000000,2022-05-06 21:34:50.917577
game.tv,game,game-tv,Events,1000000,2022-04-08 00:00:00.000000,111 Mo,2.5.0,5.0,4.0,2022-04-11 00:00:00.000000,2022-05-06 21:34:51.028296
Vmuslim: Ramadan Win Al Hajj,alhiwar,Al hiwar - الحوار,Lifestyle,10000000,2022-04-07 00:00:00.000000,42 Mo,2.01.03,4.1,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:34:51.247562
MAWAQIT Prayer Times & Mosques,kanout.mawaqit,Mawaqit,Lifestyle,500000,2022-04-04 00:00:00.000000,93 Mo,2.5.1,6.0,4.8,2022-04-11 00:00:00.000000,2022-05-06 21:34:51.481254
Cash’em All: Play & Win,cashemall.app,Cash'em All,Lifestyle,10000000,2022-03-18 00:00:00.000000,46 Mo,4.3.5.,5.0,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:34:51.591635
Fruitz - Dating app,flashgap.fruitz,Flashgap,Lifestyle,1000000,2022-03-23 00:00:00.000000,50 Mo,2.10.0,5.0,3.0,2022-04-11 00:00:00.000000,2022-05-06 21:34:51.953034
Relax - Meet your future,meditation.deepsleep.relax,go live llc,Lifestyle,5000000,2022-04-06 00:00:00.000000,84 Mo,1.37,5.0,3.3,2022-04-11 00:00:00.000000,2022-05-06 21:34:52.174769
Music Ringtones for Tik Tok,topRingtones.TikTok,abesato,Events,1000000,2021-11-14 00:00:00.000000,42 Mo,1.2,4.4,3.4,2022-04-11 00:00:00.000000,2022-05-06 21:34:52.285547
